OrderNumber,ProductName,Color,Category,Subcategory,ListPrice,Orderdate,Duedate,Shipdate,PromotionName,SalesRegion,OrderQuantity,UnitPrice,SalesAmount,DiscountAmount,TaxAmount,Freight
SO48092,LL Mountain Rear Wheel,Black,Components,Wheels,87.745,4/30/2012,05-12-2012,05-07-2012,No Discount,Southeast,2,52.647,105.294,0,8.4235,2.6324
SO48092,LL Headset,NA,Components,Headsets,34.2,4/30/2012,05-12-2012,05-07-2012,No Discount,Southeast,2,20.52,41.04,0,3.2832,1.026
SO48092,LL Fork,NA,Components,Forks,148.22,4/30/2012,05-12-2012,05-07-2012,No Discount,Southeast,1,88.932,88.932,0,7.1146,2.2233
SO48286,"Road-650 Black, 52",Black,Bikes,Road Bikes,782.99,5/30/2012,06-11-2012,06-06-2012,No Discount,Southwest,5,469.794,2348.97,0,187.9176,58.7243
SO48286,"Road-650 Red, 44",Red,Bikes,Road Bikes,782.99,5/30/2012,06-11-2012,06-06-2012,No Discount,Southwest,4,469.794,1879.176,0,150.3341,46.9794
SO48286,"Road-650 Red, 60",Red,Bikes,Road Bikes,782.99,5/30/2012,06-11-2012,06-06-2012,No Discount,Southwest,3,469.794,1409.382,0,112.7506,35.2346
SO48287,HL Road Front Wheel,Black,Components,Wheels,330.06,5/30/2012,06-11-2012,06-06-2012,No Discount,Canada,1,198.036,198.036,0,15.8429,4.9509
SO48288,"Full-Finger Gloves, S",Black,Clothing,Gloves,37.99,5/30/2012,06-11-2012,06-06-2012,No Discount,Central,1,22.794,22.794,0,1.8235,0.5699
SO48288,HL Mountain Front Wheel,Black,Components,Wheels,300.215,5/30/2012,06-11-2012,06-06-2012,No Discount,Central,2,180.129,360.258,0,28.8206,9.0065
SO48289,"LL Road Frame - Red, 48",Red,Components,Road Frames,337.22,5/30/2012,06-11-2012,06-06-2012,No Discount,Northwest,1,202.332,202.332,0,16.1866,5.0583
SO48289,HL Road Handlebars,NA,Components,Handlebars,109.3364,5/30/2012,06-11-2012,06-06-2012,No Discount,Northwest,1,65.6018,65.6018,0,5.2481,1.64
SO48289,"LL Road Frame - Black, 58",Black,Components,Road Frames,306.5636,5/30/2012,06-11-2012,06-06-2012,No Discount,Northwest,2,183.9382,367.8764,0,29.4301,9.1969
SO48290,"Road-650 Red, 48",Red,Bikes,Road Bikes,782.99,5/30/2012,06-11-2012,06-06-2012,No Discount,Northeast,3,469.794,1409.382,0,112.7506,35.2346
SO48290,LL Road Rear Wheel,Black,Components,Wheels,112.565,5/30/2012,06-11-2012,06-06-2012,No Discount,Northeast,3,67.539,202.617,0,16.2094,5.0654
SO48290,"Road-650 Red, 60",Red,Bikes,Road Bikes,782.99,5/30/2012,06-11-2012,06-06-2012,No Discount,Northeast,4,469.794,1879.176,0,150.3341,46.9794
SO48290,"Long-Sleeve Logo Jersey, L",Multi,Clothing,Jerseys,48.0673,5/30/2012,06-11-2012,06-06-2012,No Discount,Northeast,6,28.8404,173.0424,0,13.8434,4.3261
SO48290,"Road-650 Red, 44",Red,Bikes,Road Bikes,782.99,5/30/2012,06-11-2012,06-06-2012,No Discount,Northeast,3,469.794,1409.382,0,112.7506,35.2346
SO48290,"Road-650 Red, 62",Red,Bikes,Road Bikes,782.99,5/30/2012,06-11-2012,06-06-2012,No Discount,Northeast,5,469.794,2348.97,0,187.9176,58.7243
SO48290,"Road-650 Black, 52",Black,Bikes,Road Bikes,782.99,5/30/2012,06-11-2012,06-06-2012,No Discount,Northeast,3,469.794,1409.382,0,112.7506,35.2346
SO48290,"Road-650 Black, 58",Black,Bikes,Road Bikes,782.99,5/30/2012,06-11-2012,06-06-2012,No Discount,Northeast,1,469.794,469.794,0,37.5835,11.7449
SO48290,"Sport-100 Helmet, Blue",Blue,Accessories,Helmets,33.6442,5/30/2012,06-11-2012,06-06-2012,No Discount,Northeast,2,20.1865,40.373,0,3.2298,1.0093
SO48291,"HL Mountain Frame - Black, 42",Black,Components,Mountain Frames,1226.9091,5/30/2012,06-11-2012,06-06-2012,No Discount,Canada,1,736.1455,736.1455,0,58.8916,18.4036
SO48292,"Mountain-200 Silver, 38",Silver,Bikes,Mountain Bikes,2071.4196,5/30/2012,06-11-2012,06-06-2012,No Discount,Central,2,1242.8518,2485.7036,0,198.8563,62.1426
SO48292,LL Mountain Rear Wheel,Black,Components,Wheels,87.745,5/30/2012,06-11-2012,06-06-2012,No Discount,Central,1,52.647,52.647,0,4.2118,1.3162
SO48292,"Mountain-300 Black, 48",Black,Bikes,Mountain Bikes,1079.99,5/30/2012,06-11-2012,06-06-2012,No Discount,Central,5,647.994,3239.97,0,259.1976,80.9993
SO48292,"Long-Sleeve Logo Jersey, L",Multi,Clothing,Jerseys,48.0673,5/30/2012,06-11-2012,06-06-2012,No Discount,Central,2,28.8404,57.6808,0,4.6145,1.442
SO48292,LL Mountain Front Wheel,Black,Components,Wheels,60.745,5/30/2012,06-11-2012,06-06-2012,No Discount,Central,3,36.447,109.341,0,8.7473,2.7335
SO48292,ML Mountain Handlebars,NA,Components,Handlebars,56.2909,5/30/2012,06-11-2012,06-06-2012,No Discount,Central,3,33.7745,101.3235,0,8.1059,2.5331
SO48292,"Women's Tights, S",Black,Clothing,Tights,74.99,5/30/2012,06-11-2012,06-06-2012,No Discount,Central,6,44.994,269.964,0,21.5971,6.7491
SO48292,"ML Mountain Frame - Black, 48",Black,Components,Mountain Frames,348.76,5/30/2012,06-11-2012,06-06-2012,No Discount,Central,3,209.256,627.768,0,50.2214,15.6942
SO48292,"Mountain-200 Black, 46",Black,Bikes,Mountain Bikes,2049.0982,5/30/2012,06-11-2012,06-06-2012,No Discount,Central,4,1229.4589,4917.8356,0,393.4268,122.9459
SO48292,HL Mountain Rear Wheel,Black,Components,Wheels,327.215,5/30/2012,06-11-2012,06-06-2012,No Discount,Central,2,196.329,392.658,0,31.4126,9.8165
SO48292,ML Mountain Front Wheel,Black,Components,Wheels,209.025,5/30/2012,06-11-2012,06-06-2012,No Discount,Central,3,125.415,376.245,0,30.0996,9.4061
SO48292,"Full-Finger Gloves, M",Black,Clothing,Gloves,37.99,5/30/2012,06-11-2012,06-06-2012,No Discount,Central,4,22.794,91.176,0,7.2941,2.2794
SO48292,ML Mountain Rear Wheel,Black,Components,Wheels,236.025,5/30/2012,06-11-2012,06-06-2012,No Discount,Central,1,141.615,141.615,0,11.3292,3.5404
SO48292,"ML Mountain Frame - Black, 44",Black,Components,Mountain Frames,348.76,5/30/2012,06-11-2012,06-06-2012,No Discount,Central,1,209.256,209.256,0,16.7405,5.2314
SO48292,"Women's Tights, L",Black,Clothing,Tights,74.99,5/30/2012,06-11-2012,06-06-2012,No Discount,Central,4,44.994,179.976,0,14.3981,4.4994
SO48292,HL Mountain Handlebars,NA,Components,Handlebars,109.3364,5/30/2012,06-11-2012,06-06-2012,No Discount,Central,1,65.6018,65.6018,0,5.2481,1.64
SO48292,"Mountain-300 Black, 38",Black,Bikes,Mountain Bikes,1079.99,5/30/2012,06-11-2012,06-06-2012,No Discount,Central,3,647.994,1943.982,0,155.5186,48.5996
SO48292,"Full-Finger Gloves, L",Black,Clothing,Gloves,37.99,5/30/2012,06-11-2012,06-06-2012,Volume Discount 15 to 24,Central,21,20.8945,416.8453,21.9392,33.3476,10.4211
SO48292,"Mountain-200 Silver, 42",Silver,Bikes,Mountain Bikes,2071.4196,5/30/2012,06-11-2012,06-06-2012,No Discount,Central,4,1242.8518,4971.4072,0,397.7126,124.2852
SO48292,"Mountain-300 Black, 40",Black,Bikes,Mountain Bikes,1079.99,5/30/2012,06-11-2012,06-06-2012,No Discount,Central,1,647.994,647.994,0,51.8395,16.1999
SO48292,"Mountain-300 Black, 44",Black,Bikes,Mountain Bikes,1079.99,5/30/2012,06-11-2012,06-06-2012,No Discount,Central,4,647.994,2591.976,0,207.3581,64.7994
SO48292,AWC Logo Cap,Multi,Clothing,Caps,8.6442,5/30/2012,06-11-2012,06-06-2012,No Discount,Central,6,5.1865,31.119,0,2.4895,0.778
SO48292,"Sport-100 Helmet, Blue",Blue,Accessories,Helmets,33.6442,5/30/2012,06-11-2012,06-06-2012,No Discount,Central,2,20.1865,40.373,0,3.2298,1.0093
SO48292,"Mountain-200 Silver, 46",Silver,Bikes,Mountain Bikes,2071.4196,5/30/2012,06-11-2012,06-06-2012,No Discount,Central,6,1242.8518,7457.1108,0,596.5689,186.4278
SO48292,"ML Mountain Frame - Black, 38",Black,Components,Mountain Frames,348.76,5/30/2012,06-11-2012,06-06-2012,No Discount,Central,1,209.256,209.256,0,16.7405,5.2314
SO48292,"Mountain-200 Black, 42",Black,Bikes,Mountain Bikes,2049.0982,5/30/2012,06-11-2012,06-06-2012,No Discount,Central,3,1229.4589,3688.3767,0,295.0701,92.2094
SO48292,"Sport-100 Helmet, Red",Red,Accessories,Helmets,33.6442,5/30/2012,06-11-2012,06-06-2012,No Discount,Central,2,20.1865,40.373,0,3.2298,1.0093
SO48292,"Sport-100 Helmet, Black",Black,Accessories,Helmets,33.6442,5/30/2012,06-11-2012,06-06-2012,No Discount,Central,3,20.1865,60.5595,0,4.8448,1.514
SO48293,"Mountain-300 Black, 38",Black,Bikes,Mountain Bikes,1079.99,5/30/2012,06-11-2012,06-06-2012,No Discount,United Kingdom,1,647.994,647.994,0,51.8395,16.1999
SO48293,"Full-Finger Gloves, L",Black,Clothing,Gloves,37.99,5/30/2012,06-11-2012,06-06-2012,No Discount,United Kingdom,6,22.794,136.764,0,10.9411,3.4191
SO48293,"Mountain-300 Black, 44",Black,Bikes,Mountain Bikes,1079.99,5/30/2012,06-11-2012,06-06-2012,No Discount,United Kingdom,5,647.994,3239.97,0,259.1976,80.9993
SO48293,"Mountain-200 Silver, 46",Silver,Bikes,Mountain Bikes,2071.4196,5/30/2012,06-11-2012,06-06-2012,No Discount,United Kingdom,2,1242.8518,2485.7036,0,198.8563,62.1426
SO48293,ML Mountain Handlebars,NA,Components,Handlebars,56.2909,5/30/2012,06-11-2012,06-06-2012,No Discount,United Kingdom,1,33.7745,33.7745,0,2.702,0.8444
SO48293,"Mountain-200 Black, 38",Black,Bikes,Mountain Bikes,2049.0982,5/30/2012,06-11-2012,06-06-2012,No Discount,United Kingdom,3,1229.4589,3688.3767,0,295.0701,92.2094
SO48293,"Men's Bib-Shorts, M",Multi,Clothing,Bib-Shorts,89.99,5/30/2012,06-11-2012,06-06-2012,No Discount,United Kingdom,2,53.994,107.988,0,8.639,2.6997
SO48293,"Mountain-200 Black, 46",Black,Bikes,Mountain Bikes,2049.0982,5/30/2012,06-11-2012,06-06-2012,No Discount,United Kingdom,2,1229.4589,2458.9178,0,196.7134,61.4729
SO48293,HL Mountain Handlebars,NA,Components,Handlebars,109.3364,5/30/2012,06-11-2012,06-06-2012,No Discount,United Kingdom,1,65.6018,65.6018,0,5.2481,1.64
SO48293,"Mountain-200 Black, 42",Black,Bikes,Mountain Bikes,2049.0982,5/30/2012,06-11-2012,06-06-2012,No Discount,United Kingdom,4,1229.4589,4917.8356,0,393.4268,122.9459
SO48293,"HL Mountain Frame - Silver, 38",Silver,Components,Mountain Frames,1240.4545,5/30/2012,06-11-2012,06-06-2012,No Discount,United Kingdom,3,744.2727,2232.8181,0,178.6254,55.8205
SO48293,ML Mountain Rear Wheel,Black,Components,Wheels,236.025,5/30/2012,06-11-2012,06-06-2012,No Discount,United Kingdom,2,141.615,283.23,0,22.6584,7.0808
SO48293,"ML Mountain Frame - Black, 44",Black,Components,Mountain Frames,348.76,5/30/2012,06-11-2012,06-06-2012,No Discount,United Kingdom,1,209.256,209.256,0,16.7405,5.2314
SO48293,LL Mountain Front Wheel,Black,Components,Wheels,60.745,5/30/2012,06-11-2012,06-06-2012,No Discount,United Kingdom,4,36.447,145.788,0,11.663,3.6447
SO48293,"Mountain-200 Silver, 38",Silver,Bikes,Mountain Bikes,2071.4196,5/30/2012,06-11-2012,06-06-2012,No Discount,United Kingdom,4,1242.8518,4971.4072,0,397.7126,124.2852
SO48293,"Mountain-300 Black, 40",Black,Bikes,Mountain Bikes,1079.99,5/30/2012,06-11-2012,06-06-2012,No Discount,United Kingdom,4,647.994,2591.976,0,207.3581,64.7994
SO48293,LL Mountain Rear Wheel,Black,Components,Wheels,87.745,5/30/2012,06-11-2012,06-06-2012,No Discount,United Kingdom,1,52.647,52.647,0,4.2118,1.3162
SO48293,ML Mountain Front Wheel,Black,Components,Wheels,209.025,5/30/2012,06-11-2012,06-06-2012,No Discount,United Kingdom,1,125.415,125.415,0,10.0332,3.1354
SO48293,"Mountain-200 Silver, 42",Silver,Bikes,Mountain Bikes,2071.4196,5/30/2012,06-11-2012,06-06-2012,No Discount,United Kingdom,6,1242.8518,7457.1108,0,596.5689,186.4278
SO48293,"Men's Sports Shorts, M",Black,Clothing,Shorts,59.99,5/30/2012,06-11-2012,06-06-2012,No Discount,United Kingdom,1,35.994,35.994,0,2.8795,0.8999
SO48293,"Full-Finger Gloves, M",Black,Clothing,Gloves,37.99,5/30/2012,06-11-2012,06-06-2012,Volume Discount 15 to 24,United Kingdom,19,20.8945,377.1457,19.8498,30.1717,9.4286
SO48294,"Mountain-200 Silver, 38",Silver,Bikes,Mountain Bikes,2071.4196,5/30/2012,06-11-2012,06-06-2012,No Discount,Northwest,2,1242.8518,2485.7036,0,198.8563,62.1426
SO48295,"Road-250 Black, 48",Black,Bikes,Road Bikes,2181.5625,5/30/2012,06-11-2012,06-06-2012,No Discount,Southwest,3,1308.9375,3926.8125,0,314.145,98.1703
SO48295,"Road-650 Red, 52",Red,Bikes,Road Bikes,782.99,5/30/2012,06-11-2012,06-06-2012,No Discount,Southwest,7,469.794,3288.558,0,263.0846,82.214
SO48295,"Road-250 Black, 44",Black,Bikes,Road Bikes,2181.5625,5/30/2012,06-11-2012,06-06-2012,No Discount,Southwest,5,1308.9375,6544.6875,0,523.575,163.6172
SO48295,"HL Road Frame - Red, 62",Red,Components,Road Frames,1301.3636,5/30/2012,06-11-2012,06-06-2012,No Discount,Southwest,1,780.8182,780.8182,0,62.4655,19.5205
SO48295,"Road-550-W Yellow, 42",Yellow,Bikes,Road Bikes,1000.4375,5/30/2012,06-11-2012,06-06-2012,No Discount,Southwest,2,600.2625,1200.525,0,96.042,30.0131
SO48295,Cable Lock,NA,Accessories,Locks,25,5/30/2012,06-11-2012,06-06-2012,No Discount,Southwest,8,15,120,0,9.6,3
SO48295,"Men's Bib-Shorts, S",Multi,Clothing,Bib-Shorts,89.99,5/30/2012,06-11-2012,06-06-2012,No Discount,Southwest,6,53.994,323.964,0,25.9171,8.0991
SO48295,HL Road Front Wheel,Black,Components,Wheels,330.06,5/30/2012,06-11-2012,06-06-2012,No Discount,Southwest,4,198.036,792.144,0,63.3715,19.8036
SO48295,"Road-250 Red, 52",Red,Bikes,Road Bikes,2443.35,5/30/2012,06-11-2012,06-06-2012,No Discount,Southwest,2,1466.01,2932.02,0,234.5616,73.3005
SO48295,"Road-650 Black, 58",Black,Bikes,Road Bikes,782.99,5/30/2012,06-11-2012,06-06-2012,No Discount,Southwest,10,469.794,4697.94,0,375.8352,117.4485
SO48295,"ML Road Frame-W - Yellow, 38",Yellow,Components,Road Frames,540.7545,5/30/2012,06-11-2012,06-06-2012,No Discount,Southwest,2,324.4527,648.9054,0,51.9124,16.2226
SO48295,"Women's Tights, L",Black,Clothing,Tights,74.99,5/30/2012,06-11-2012,06-06-2012,No Discount,Southwest,9,44.994,404.946,0,32.3957,10.1237
SO48295,"HL Road Frame - Black, 44",Black,Components,Road Frames,1301.3636,5/30/2012,06-11-2012,06-06-2012,No Discount,Southwest,2,780.8182,1561.6364,0,124.9309,39.0409
SO48295,"Long-Sleeve Logo Jersey, L",Multi,Clothing,Jerseys,48.0673,5/30/2012,06-11-2012,06-06-2012,Volume Discount 15 to 24,Southwest,17,26.437,426.9576,22.4715,34.1566,10.6739
SO48295,"Road-650 Red, 48",Red,Bikes,Road Bikes,782.99,5/30/2012,06-11-2012,06-06-2012,No Discount,Southwest,10,469.794,4697.94,0,375.8352,117.4485
SO48295,"ML Road Frame-W - Yellow, 44",Yellow,Components,Road Frames,540.7545,5/30/2012,06-11-2012,06-06-2012,No Discount,Southwest,1,324.4527,324.4527,0,25.9562,8.1113
SO48295,"Road-650 Red, 44",Red,Bikes,Road Bikes,782.99,5/30/2012,06-11-2012,06-06-2012,Volume Discount 11 to 14,Southwest,14,454.1342,6230.7212,127.1576,498.4577,155.768
SO48295,HL Road Handlebars,NA,Components,Handlebars,109.3364,5/30/2012,06-11-2012,06-06-2012,No Discount,Southwest,5,65.6018,328.009,0,26.2407,8.2002
SO48295,"Half-Finger Gloves, M",Black,Clothing,Gloves,23.5481,5/30/2012,06-11-2012,06-06-2012,No Discount,Southwest,6,14.1289,84.7734,0,6.7819,2.1193
SO48295,"Road-650 Red, 62",Red,Bikes,Road Bikes,782.99,5/30/2012,06-11-2012,06-06-2012,No Discount,Southwest,2,469.794,939.588,0,75.167,23.4897
SO48295,"Long-Sleeve Logo Jersey, XL",Multi,Clothing,Jerseys,48.0673,5/30/2012,06-11-2012,06-06-2012,No Discount,Southwest,9,28.8404,259.5636,0,20.7651,6.4891
SO48295,"HL Road Frame - Red, 44",Red,Components,Road Frames,1301.3636,5/30/2012,06-11-2012,06-06-2012,No Discount,Southwest,2,780.8182,1561.6364,0,124.9309,39.0409
SO48295,"LL Road Frame - Red, 48",Red,Components,Road Frames,337.22,5/30/2012,06-11-2012,06-06-2012,No Discount,Southwest,4,202.332,809.328,0,64.7462,20.2332
SO48295,Minipump,NA,Accessories,Pumps,19.99,5/30/2012,06-11-2012,06-06-2012,No Discount,Southwest,7,11.994,83.958,0,6.7166,2.099
SO48295,"Men's Sports Shorts, S",Black,Clothing,Shorts,59.99,5/30/2012,06-11-2012,06-06-2012,Volume Discount 11 to 14,Southwest,12,34.7942,409.1798,8.3506,32.7344,10.2295
SO48295,"Road-550-W Yellow, 48",Yellow,Bikes,Road Bikes,1000.4375,5/30/2012,06-11-2012,06-06-2012,No Discount,Southwest,2,600.2625,1200.525,0,96.042,30.0131
SO48295,"LL Road Frame - Red, 62",Red,Components,Road Frames,337.22,5/30/2012,06-11-2012,06-06-2012,No Discount,Southwest,4,202.332,809.328,0,64.7462,20.2332
SO48295,"Road-250 Red, 48",Red,Bikes,Road Bikes,2443.35,5/30/2012,06-11-2012,06-06-2012,No Discount,Southwest,1,1466.01,1466.01,0,117.2808,36.6503
SO48295,"Women's Tights, S",Black,Clothing,Tights,74.99,5/30/2012,06-11-2012,06-06-2012,Volume Discount 15 to 24,Southwest,16,41.2445,626.9164,32.9956,50.1533,15.6729
SO48295,"ML Road Frame-W - Yellow, 40",Yellow,Components,Road Frames,540.7545,5/30/2012,06-11-2012,06-06-2012,No Discount,Southwest,1,324.4527,324.4527,0,25.9562,8.1113
SO48295,"Long-Sleeve Logo Jersey, M",Multi,Clothing,Jerseys,48.0673,5/30/2012,06-11-2012,06-06-2012,Volume Discount 11 to 14,Southwest,14,27.879,382.4999,7.8061,30.6,9.5625
SO48295,LL Road Rear Wheel,Black,Components,Wheels,112.565,5/30/2012,06-11-2012,06-06-2012,No Discount,Southwest,5,67.539,337.695,0,27.0156,8.4424
SO48295,ML Road Front Wheel,Black,Components,Wheels,248.385,5/30/2012,06-11-2012,06-06-2012,No Discount,Southwest,1,149.031,149.031,0,11.9225,3.7258
SO48295,"Road-650 Black, 60",Black,Bikes,Road Bikes,782.99,5/30/2012,06-11-2012,06-06-2012,No Discount,Southwest,5,469.794,2348.97,0,187.9176,58.7243
SO48295,"Men's Sports Shorts, M",Black,Clothing,Shorts,59.99,5/30/2012,06-11-2012,06-06-2012,Volume Discount 15 to 24,Southwest,16,32.9945,501.5164,26.3956,40.1213,12.5379
SO48295,"Sport-100 Helmet, Red",Red,Accessories,Helmets,33.6442,5/30/2012,06-11-2012,06-06-2012,No Discount,Southwest,8,20.1865,161.492,0,12.9194,4.0373
SO48295,"Road-250 Black, 52",Black,Bikes,Road Bikes,2181.5625,5/30/2012,06-11-2012,06-06-2012,No Discount,Southwest,1,1308.9375,1308.9375,0,104.715,32.7234
SO48295,"LL Road Frame - Red, 44",Red,Components,Road Frames,337.22,5/30/2012,06-11-2012,06-06-2012,No Discount,Southwest,4,202.332,809.328,0,64.7462,20.2332
SO48295,"Sport-100 Helmet, Blue",Blue,Accessories,Helmets,33.6442,5/30/2012,06-11-2012,06-06-2012,Volume Discount 15 to 24,Southwest,15,18.5043,263.6863,13.8782,21.0949,6.5922
SO48295,"Men's Sports Shorts, L",Black,Clothing,Shorts,59.99,5/30/2012,06-11-2012,06-06-2012,No Discount,Southwest,8,35.994,287.952,0,23.0362,7.1988
SO48295,"Road-550-W Yellow, 38",Yellow,Bikes,Road Bikes,1000.4375,5/30/2012,06-11-2012,06-06-2012,No Discount,Southwest,4,600.2625,2401.05,0,192.084,60.0263
SO48295,"Road-650 Red, 60",Red,Bikes,Road Bikes,782.99,5/30/2012,06-11-2012,06-06-2012,Volume Discount 11 to 14,Southwest,11,454.1342,4895.5667,99.9095,391.6453,122.3892
SO48295,"Women's Tights, M",Black,Clothing,Tights,74.99,5/30/2012,06-11-2012,06-06-2012,No Discount,Southwest,6,44.994,269.964,0,21.5971,6.7491
SO48295,"Road-650 Black, 44",Black,Bikes,Road Bikes,782.99,5/30/2012,06-11-2012,06-06-2012,No Discount,Southwest,6,469.794,2818.764,0,225.5011,70.4691
SO48295,"Road-550-W Yellow, 40",Yellow,Bikes,Road Bikes,1000.4375,5/30/2012,06-11-2012,06-06-2012,No Discount,Southwest,4,600.2625,2401.05,0,192.084,60.0263
SO48295,"Half-Finger Gloves, L",Black,Clothing,Gloves,23.5481,5/30/2012,06-11-2012,06-06-2012,No Discount,Southwest,3,14.1289,42.3867,0,3.3909,1.0597
SO48295,"Road-650 Black, 52",Black,Bikes,Road Bikes,782.99,5/30/2012,06-11-2012,06-06-2012,Volume Discount 15 to 24,Southwest,17,430.6445,6954.9087,366.0478,556.3927,173.8727
SO48295,"ML Road Frame-W - Yellow, 48",Yellow,Components,Road Frames,540.7545,5/30/2012,06-11-2012,06-06-2012,No Discount,Southwest,2,324.4527,648.9054,0,51.9124,16.2226
SO48295,"Men's Bib-Shorts, M",Multi,Clothing,Bib-Shorts,89.99,5/30/2012,06-11-2012,06-06-2012,Volume Discount 11 to 14,Southwest,13,52.1942,664.9541,13.5705,53.1963,16.6239
SO48295,"Men's Bib-Shorts, L",Multi,Clothing,Bib-Shorts,89.99,5/30/2012,06-11-2012,06-06-2012,No Discount,Southwest,9,53.994,485.946,0,38.8757,12.1487
SO48295,"LL Road Frame - Black, 52",Black,Components,Road Frames,306.5636,5/30/2012,06-11-2012,06-06-2012,No Discount,Southwest,3,183.9382,551.8146,0,44.1452,13.7954
SO48295,"Sport-100 Helmet, Black",Black,Accessories,Helmets,33.6442,5/30/2012,06-11-2012,06-06-2012,No Discount,Southwest,8,20.1865,161.492,0,12.9194,4.0373
SO48295,"LL Road Frame - Red, 60",Red,Components,Road Frames,337.22,5/30/2012,06-11-2012,06-06-2012,No Discount,Southwest,8,202.332,1618.656,0,129.4925,40.4664
SO48295,"LL Road Frame - Black, 58",Black,Components,Road Frames,306.5636,5/30/2012,06-11-2012,06-06-2012,No Discount,Southwest,3,183.9382,551.8146,0,44.1452,13.7954
SO48295,"Half-Finger Gloves, S",Black,Clothing,Gloves,23.5481,5/30/2012,06-11-2012,06-06-2012,No Discount,Southwest,7,14.1289,98.9023,0,7.9122,2.4726
SO48295,AWC Logo Cap,Multi,Clothing,Caps,8.6442,5/30/2012,06-11-2012,06-06-2012,Volume Discount 15 to 24,Southwest,17,4.7543,76.7819,4.0412,6.1426,1.9195
SO48296,"Road-250 Red, 48",Red,Bikes,Road Bikes,2443.35,5/30/2012,06-11-2012,06-06-2012,No Discount,Canada,1,1466.01,1466.01,0,117.2808,36.6503
SO48296,"Road-650 Black, 58",Black,Bikes,Road Bikes,782.99,5/30/2012,06-11-2012,06-06-2012,No Discount,Canada,3,469.794,1409.382,0,112.7506,35.2346
SO48296,AWC Logo Cap,Multi,Clothing,Caps,8.6442,5/30/2012,06-11-2012,06-06-2012,No Discount,Canada,2,5.1865,10.373,0,0.8298,0.2593
SO48296,"Road-250 Black, 58",Black,Bikes,Road Bikes,2181.5625,5/30/2012,06-11-2012,06-06-2012,No Discount,Canada,2,1308.9375,2617.875,0,209.43,65.4469
SO48296,"Road-550-W Yellow, 44",Yellow,Bikes,Road Bikes,1000.4375,5/30/2012,06-11-2012,06-06-2012,No Discount,Canada,3,600.2625,1800.7875,0,144.063,45.0197
SO48296,"Road-650 Black, 60",Black,Bikes,Road Bikes,782.99,5/30/2012,06-11-2012,06-06-2012,No Discount,Canada,3,469.794,1409.382,0,112.7506,35.2346
SO48296,"Road-650 Red, 48",Red,Bikes,Road Bikes,782.99,5/30/2012,06-11-2012,06-06-2012,No Discount,Canada,1,469.794,469.794,0,37.5835,11.7449
SO48296,"Road-650 Black, 44",Black,Bikes,Road Bikes,782.99,5/30/2012,06-11-2012,06-06-2012,No Discount,Canada,1,469.794,469.794,0,37.5835,11.7449
SO48296,"Sport-100 Helmet, Black",Black,Accessories,Helmets,33.6442,5/30/2012,06-11-2012,06-06-2012,No Discount,Canada,3,20.1865,60.5595,0,4.8448,1.514
SO48296,"Road-650 Red, 60",Red,Bikes,Road Bikes,782.99,5/30/2012,06-11-2012,06-06-2012,No Discount,Canada,2,469.794,939.588,0,75.167,23.4897
SO48296,"LL Road Frame - Red, 44",Red,Components,Road Frames,337.22,5/30/2012,06-11-2012,06-06-2012,No Discount,Canada,4,202.332,809.328,0,64.7462,20.2332
SO48296,"Road-250 Black, 44",Black,Bikes,Road Bikes,2181.5625,5/30/2012,06-11-2012,06-06-2012,No Discount,Canada,2,1308.9375,2617.875,0,209.43,65.4469
SO48296,"Sport-100 Helmet, Blue",Blue,Accessories,Helmets,33.6442,5/30/2012,06-11-2012,06-06-2012,No Discount,Canada,2,20.1865,40.373,0,3.2298,1.0093
SO48296,"Sport-100 Helmet, Red",Red,Accessories,Helmets,33.6442,5/30/2012,06-11-2012,06-06-2012,No Discount,Canada,3,20.1865,60.5595,0,4.8448,1.514
SO48296,"Long-Sleeve Logo Jersey, L",Multi,Clothing,Jerseys,48.0673,5/30/2012,06-11-2012,06-06-2012,No Discount,Canada,8,28.8404,230.7232,0,18.4579,5.7681
SO48296,"Road-250 Black, 52",Black,Bikes,Road Bikes,2181.5625,5/30/2012,06-11-2012,06-06-2012,No Discount,Canada,5,1308.9375,6544.6875,0,523.575,163.6172
SO48296,"Road-250 Red, 52",Red,Bikes,Road Bikes,2443.35,5/30/2012,06-11-2012,06-06-2012,No Discount,Canada,3,1466.01,4398.03,0,351.8424,109.9508
SO48296,"Road-650 Black, 52",Black,Bikes,Road Bikes,782.99,5/30/2012,06-11-2012,06-06-2012,No Discount,Canada,4,469.794,1879.176,0,150.3341,46.9794
SO48296,"LL Road Frame - Black, 52",Black,Components,Road Frames,306.5636,5/30/2012,06-11-2012,06-06-2012,No Discount,Canada,5,183.9382,919.691,0,73.5753,22.9923
SO48296,"Road-650 Red, 52",Red,Bikes,Road Bikes,782.99,5/30/2012,06-11-2012,06-06-2012,No Discount,Canada,1,469.794,469.794,0,37.5835,11.7449
SO48296,LL Road Rear Wheel,Black,Components,Wheels,112.565,5/30/2012,06-11-2012,06-06-2012,No Discount,Canada,2,67.539,135.078,0,10.8062,3.377
SO48296,"Women's Tights, L",Black,Clothing,Tights,74.99,5/30/2012,06-11-2012,06-06-2012,No Discount,Canada,3,44.994,134.982,0,10.7986,3.3746
